"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"City","Velda Village","Velda Village","MO","St. Louis, MO","""St. Louis, MO-IL""",9761,1.37231503579952,,,,46700,-0.638297872340425,4.24107142857143,0.0265952890792291,75.8,,,74
"City","Euharlee","Euharlee","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",9762,5.0633376170369,50,,,121200,0.248138957816377,7.4468085106383,0.0399669966996701,168.8,0.133393017009848,0.0268456375838926,93
"City","Royalston","Royalston","MA","Worcester, MA","""Worcester, MA-CT""",9763,0.641637598678171,,,,178100,0.963718820861678,-13.4596695821186,0.0109152161706907,27.3,0.187817258883249,0.108108108108108,83
"City","Andale","Andale","KS","Wichita, KS","""Wichita, KS""",9764,9.50156049201395,100,,,187400,0.644468313641246,11.0189573459716,,13.4,0.121621621621622,0,77
"City","Mooreland","Mooreland","IN","New Castle, IN","""New Castle, IN""",9765,8.8984762254452,,,,87500,-0.114155251141553,3.42789598108747,,0,0.114285714285714,0,
"City","Manitou Beach","Manitou Beach","MI","Adrian, MI","""Adrian, MI""",9766,5.04956856985497,100,,,176800,0.0565930956423316,5.36352800953516,,71.4,0.154440154440154,0.0125,97
"City","Ferndale","Ferndale","CA","Eureka, CA","""Eureka-Arcata-Fortuna, CA""",9767,3.10996879015972,0,,,286500,1.09386026817219,-3.11126141359486,,49.1,,,103
"City","Waynesfield","Waynesfield","OH","Wapakoneta, OH","""Wapakoneta, OH""",9768,2.55920690288232,,,,91100,-0.545851528384279,-0.109649122807018,,20.2,0.184848484848485,0.0491803278688525,110
"City","Elsie","Elsie","MI","Lansing, MI","""Lansing-East Lansing, MI""",9770,5.52597760234992,,,,91500,0.993377483443709,3.97727272727273,0.0253442622950819,4.2,0.253521126760563,0.037037037037037,92
"City","Morrisonville","Morrisonville","NY","Plattsburgh, NY","""Plattsburgh, NY""",9771,1.55957407747384,0,,,130400,-0.229533282325937,5.07655116841257,,13.9,,,112.5
"City","Upper Falls","Upper Falls","WV","Charleston, WV","""Charleston, WV""",9772,7.21589865981274,,,,87700,1.74013921113689,-6.10278372591006,0.03557582668187,6.6,0.102803738317757,0.0909090909090909,106
"City","Eaton","Eaton","CO","Greeley, CO","""Greeley, CO""",9773,8.88103543234808,100,,,235700,0.898972602739726,13.7548262548263,0.0494229953330505,49.2,0.075,0.032258064516129,56
"City","Chaplin","Chaplin","CT","Worcester, MA","""Worcester, MA-CT""",9774,0.417661097852029,100,,,170700,0.352733686067019,-6.97547683923706,-0.00465729349736377,46.1,0.266106442577031,0.147368421052632,102
"City","Thomasboro","Thomasboro","IL","Champaign-Urbana, IL","""Champaign-Urbana, IL""",9775,2.15623278869102,,,,81900,0,0.614250614250614,0.0226007326007327,70.1,0.198198198198198,0.0227272727272727,105
"City","Fletcher","Fletcher","OH","Dayton, OH","""Dayton, OH""",9776,2.56930420414907,100,,,89600,-0.111482720178372,-1.86199342825849,0.0255915178571429,36.4,0.13953488372093,0.1,98.5
"City","Penn Township","Penn Township","PA","DuBois, PA","""DuBois, PA""",9777,5.58472553699284,,,,74400,0,2.76243093922652,,0.7,0.177339901477833,0.0277777777777778,
"City","Town of Friendship","Town of Friendship","NY",,,9778,2.69322562878649,,,,40500,2.27272727272727,-4.25531914893617,,114.5,0.203208556149733,0.0263157894736842,157
"City","Palmyra","Palmyra","MI","Adrian, MI","""Adrian, MI""",9779,6.04093996695429,100,,,113900,0.707338638373121,16.9404517453799,,143,0.2375,0.0263157894736842,97
"City","Forest Heights","Forest Heights","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",9780,0.270791261244722,,,,196200,0.874035989717224,0.306748466257669,-0.0083333333333333,60.3,0.329826556724481,0.0836206896551724,98
"City","Fairplay","Fairplay","MD","Hagerstown, MD","""Hagerstown-Martinsburg, MD-WV""",9781,3.77363686432899,,,,226200,0.310421286031042,1.57162101481814,0.00491158267020331,38.2,0.14410480349345,0.0303030303030303,120
"City","Fillmore","Fillmore","IN","Indianapolis, IN","""Indianapolis-Carmel-Anderson, IN""",9782,7.8804846704608,,,,106900,-1.01851851851852,6.68662674650699,0.0421141253507951,7.6,0.141176470588235,0.0277777777777778,99
"City","Freeport","Freeport","MI","Grand Rapids, MI","""Grand Rapids-Wyoming, MI""",9783,6.57609693409216,100,,,129300,0.0773993808049536,5.72363041700736,0.0282289249806651,7.9,0.196013289036545,0.0169491525423729,103
"City","Oakfield","Oakfield","TN","Jackson, TN","""Jackson, TN""",9785,8.02001101523775,100,,,90000,1.01010101010101,1.58013544018059,0.0386,32.1,0.285714285714286,0.0151515151515152,113
"City","Catlett","Catlett","VA","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",9786,7.19111437488526,100,,,303600,0.330469266358229,1.77673483070734,0.00394268774703566,19.6,0.0954954954954955,0.0377358490566038,95.5
"City","Brimfield","Brimfield","IL","Peoria, IL","""Peoria, IL""",9787,9.236276849642,100,,,187000,0.917431192660551,4.17827298050139,0.0360534759358289,45.7,0.0593406593406593,0,89
"City","Grand Coulee","Grand Coulee","WA","Moses Lake, WA","""Moses Lake, WA""",9789,8.59831099687902,,,,84600,0.355871886120996,6.01503759398496,,16.6,0.142857142857143,0,113
"City","Marquette Heights","Marquette Heights","IL","Peoria, IL","""Peoria, IL""",9790,4.2381127225996,,,,94400,0.106044538706257,3.73626373626374,0.0376694915254236,55.4,,,81
"City","Fulton","Fulton","NY","Albany, NY","""Albany-Schenectady-Troy, NY""",9791,3.77271892785019,,,,93800,0.213675213675214,-12.9062209842154,-0.000266524520255884,39.7,0.0609951845906902,0,112
"City","Atlantic Beach","Atlantic Beach","NC","Morehead City, NC","""Morehead City, NC""",9792,7.85294657609693,83.33,,2.1922,250300,0.240288346015218,-5.04552352048558,,17.3,0.0950920245398773,0,144.5
"City","Asbury","Asbury","IA","Dubuque, IA","""Dubuque, IA""",9793,9.39966954286763,100,,,211100,0.285035629453682,5.65565565565566,0.034088109900521,18.5,,,92
"City","Columbine Valley","Columbine Valley","CO","Denver, CO","""Denver-Aurora-Lakewood, CO""",9794,8.47989719111438,100,,,872000,0.241407058282561,15.176330735702,0.0583864678899082,26.4,,,52
"City","Glen Raven","Glen Raven","NC","Burlington, NC","""Burlington, NC""",9795,2.51514595190013,50,,,106400,0.188323917137476,-0.931098696461825,0.0313533834586466,15.2,,,99
"City","Heath","Heath","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",9796,7.34624563980173,75,,4.5599,437200,0.598251265531523,11.16196287821,0.0512671546203112,28.3,,,66
"City","Chiefland","Chiefland","FL",,,9797,5.24600697631724,100,,,65700,-0.151975683890578,3.30188679245283,,81.7,,,188
"City","Penn Township","Penn Township","PA","Reading, PA","""Reading, PA""",9798,1.52285661832201,,,,200600,-0.099601593625498,0.804020100502513,0.0173379860418743,26.6,,,102
"City","Justin","Justin","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",9799,9.07288415641638,100,,,175400,0.458190148911798,15.5467720685112,0.0640022805017104,26.3,,,50
"City","Jasper","Jasper","TN","Chattanooga, TN","""Chattanooga, TN-GA""",9800,5.58931521938682,100,,,108400,0.46339202965709,0.837209302325581,0.0284132841328413,60.2,0.141967621419676,0.0350877192982456,191
"City","Mount Wolf","Mount Wolf","PA","York, PA","""York-Hanover, PA""",9801,5.29006792729943,100,,,113500,0.353669319186561,1.42984807864164,0.0172422907488987,38.8,,,100
"City","Gardner","Gardner","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",9802,0.809619974297779,,,,110500,-0.36068530207394,-5.47476475620188,0.013475113122172,62.1,0.193353474320242,0.046875,115
"City","Holderness","Holderness","NH","Claremont, NH","""Claremont-Lebanon, NH-VT""",9803,9.89168349550211,100,,,334800,0.691729323308271,4.46177847113885,,10.8,0.0479452054794521,0,115
"City","Volo","Volo","IL","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",9804,1.185973930604,50,,,172000,-0.116144018583043,1.83540556542333,0.028639534883721,98.6,,,104
"City","East Petersburg","East Petersburg","PA","Lancaster, PA","""Lancaster, PA""",9807,4.38681843216449,100,,,169200,0.2963841138115,4.44444444444444,0.0197163120567376,63.8,0.0534031413612565,0.0784313725490196,92
"City","Hull","Hull","GA","Athens, GA","""Athens-Clarke County, GA""",9808,8.3266017991555,,,,111200,-0.179533213644524,25.2252252252252,0.0746223021582735,5.1,0.217573221757322,0.0256410256410256,106
"City","Winfield","Winfield","MO","St. Louis, MO","""St. Louis, MO-IL""",9809,6.71378740591151,,,,128300,0.627450980392157,3.13504823151125,0.0306703039750584,0.4,0.281081081081081,0.0269230769230769,80
"City","Friendship Village","Friendship Village","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",9810,9.82559206902882,100,,,352100,2.05797101449275,9.38179558869214,-0.0130190286850327,18.7,0.0512445095168375,0.0122448979591837,92
"City","Graymoor-Devondale","Graymoor-Devondale","KY","Louisville/Jefferson County, KY","""Louisville/Jefferson County, KY-IN""",9811,9.42445382779512,,,,213100,0.518867924528302,5.33860603064755,0.0270248709526044,0.6,,,90
"City","Seneca Knolls","Seneca Knolls","NY","Syracuse, NY","""Syracuse, NY""",9812,1.39709932072701,,,,83800,-0.710900473933649,-1.87353629976581,0.0236754176610978,12.6,,,97
"City","Hewlett Harbor","Hewlett Harbor","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",9813,5.45437855700386,100,,,1272700,-0.554774183466167,3.64850557863018,0.0197022079044551,6.8,,,142
"City","Maybee","Maybee","MI","Monroe, MI","""Monroe, MI""",9814,5.5094547457316,100,,,145900,0.482093663911846,5.49530007230658,0.0264153529814941,66.9,0.140350877192982,0.0178571428571429,81
"City","Coal Creek","Coal Creek","CO","Denver, CO","""Denver-Aurora-Lakewood, CO""",9815,8.13108132917202,83.33,,,321200,1.13350125944584,13.6588818117481,0.0436519302615193,36.4,,,52
"City","Lincoln","Lincoln","PA","Pittsburgh, PA","""Pittsburgh, PA""",9816,5.87020378189829,,,,87300,0.46029919447641,7.51231527093596,0.0181786941580755,26.4,,,88
"City","Porter Township","Porter Township","PA","Pottsville, PA","""Pottsville, PA""",9817,9.04534606205251,,,,76500,1.45888594164456,18.2380216383308,,8,0.259162303664921,0.0707070707070707,144.5
"City","Oakfield","Oakfield","WI","Fond du Lac, WI","""Fond du Lac, WI""",9818,6.95704057279236,,,,135100,-0.442151805453206,-6.63441603317208,0.0321909696521097,11.7,0.12972972972973,0,138
"City","Lake Nebagamon","Lake Nebagamon","WI","Duluth, MN","""Duluth, MN-WI""",9819,2.90894070130347,,,,183800,0.327510917030568,-9.05492330529441,0.0161860718171927,13,,,94
"City","Pocono Pines","Pocono Pines","PA","East Stroudsburg, PA","""East Stroudsburg, PA""",9820,5.98035615935377,85.71,,8.9001,215700,0.465766185374942,1.26760563380282,,39.3,0.123456790123457,0,108
"City","Saint Cloud","Saint Cloud","WI","Fond du Lac, WI","""Fond du Lac, WI""",9821,6.91940517716174,,,,127100,-0.157109190887667,-11.2430167597765,0.0350511408339891,1.6,0.103571428571429,0.0344827586206897,138
"City","Cleveland","Cleveland","SC","Greenville, SC","""Greenville-Anderson-Mauldin, SC""",9822,3.81127225995961,100,,,163400,-0.244200244200244,1.42768466790813,0.0267074663402693,18.5,0.0827586206896552,0.0833333333333333,84
"City","Gifford","Gifford","IL","Champaign-Urbana, IL","""Champaign-Urbana, IL""",9823,4.75123921424637,,,,101900,-0.778967867575463,-7.11030082041933,0.0286751717369971,6.6,0.194117647058824,0,105
"City","Wind Point","Wind Point","WI","Racine, WI","""Racine, WI""",9824,9.79071048283459,,,,252500,0.798403193612774,4.72832849440066,0.0335326732673267,15.5,,,113
"City","Grafton","Grafton","NH","Claremont, NH","""Claremont-Lebanon, NH-VT""",9825,6.92307692307692,100,,,149200,-0.267379679144385,4.18994413407821,,16.2,0.109677419354839,0.0588235294117647,115
"City","Rockland","Rockland","NY",,,9826,0.0146869836607307,,,,127100,-0.935307872174591,-6.40648011782032,,55.8,0.196847052418354,0.145399482090078,
"City","New Salem","New Salem","MA","Greenfield Town, MA","""Greenfield Town, MA""",9828,4.35652652836424,,,,212300,-0.141110065851364,-0.328638497652582,,31.5,0.0718232044198895,0,104.5
"City","Atlantic Beach","Atlantic Beach","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",9829,2.87038736919405,100,,,815200,-0.134754379517334,-1.75946011087009,0.0017504906771344,19.7,0.0685840707964602,0.0645161290322581,142
"City","Squaw Valley","Squaw Valley","CA","Fresno, CA","""Fresno, CA""",9830,2.48026436570589,100,,,201600,-0.24740227610094,-0.542673902318698,0.0262896825396826,55.7,0.225396825396825,0.028169014084507,75
"City","Mount Horeb","Mount Horeb","WI","Madison, WI","""Madison, WI""",9831,5.27997062603268,80,4.5454,3.4196,218300,-0.137236962488564,0.137614678899083,0.0248648648648648,32.5,0.0612760581174984,0,78
"City","Poolville","Poolville","TX","Dallas-Fort Worth, TX","""Dallas-Fort Worth-Arlington, TX""",9832,8.9618138424821,100,,22.4922,161200,2.0253164556962,15.307582260372,0.0589950372208436,33.9,0.126984126984127,0,72
"City","Kirkland","Kirkland","AZ","Prescott, AZ","""Prescott, AZ""",9833,7.51973563429411,100,,,157400,0.38265306122449,2.87581699346405,-0.00897077509529864,38.2,0.121212121212121,0,89
"City","Stoddard","Stoddard","NH","Keene, NH","""Keene, NH""",9835,3.79107765742611,100,,,204600,-0.0488519785051295,-4.79292694276408,,27.6,0.102189781021898,0,92
"City","Climax","Climax","NC","Greensboro, NC","""Greensboro-High Point, NC""",9836,8.92326051037268,80,,,128900,0.389408099688474,2.46422893481717,0.0333048875096975,12.5,0.104878048780488,0,111
"City","Fort Calhoun","Fort Calhoun","NE","Omaha, NE","""Omaha-Council Bluffs, NE-IA""",9837,8.49183036533872,100,,,220800,0.683994528043776,6.15384615384615,0.032278079710145,29.5,0.0598290598290598,0,70.5
"City","South Coventry","South Coventry","CT","Hartford, CT","""Hartford-West Hartford-East Hartford, CT""",9838,2.80429594272076,,,,236000,0.340136054421769,2.16450216450216,0.00391525423728822,14.1,,,101
"City","Rushford","Rushford","WI","Oshkosh, WI","""Oshkosh-Neenah, WI""",9839,8.68276115292822,,,,125600,-1.25786163522013,6.6213921901528,0.0279697452229299,28.3,0,0,104
"City","Atkinson","Atkinson","IL","Davenport, IL","""Davenport-Moline-Rock Island, IA-IL""",9840,6.39985313016339,,,,114200,-0.695652173913043,-2.89115646258503,0.0299474605954466,17.4,0.0880829015544042,0,96
"City","Brass Castle","Brass Castle","NJ","Allentown, PA","""Allentown-Bethlehem-Easton, PA-NJ""",9841,6.89370295575546,100,,,236200,0.51063829787234,0.382490437739056,0.0202582557154953,37.8,,,137
"City","Hartford","Hartford","TN","Newport, TN","""Newport, TN""",9842,4.35928033780062,,,,74700,1.90995907230559,27.0408163265306,,54.2,0.151515151515152,0.2,235.5
"City","Moncure","Moncure","NC","Durham, NC","""Durham-Chapel Hill, NC""",9843,8.95447035065173,100,,,198100,-0.301962757926522,0.558375634517767,0.0261080262493689,0.8,0.0704225352112676,0,118
"City","Friendship","Friendship","TN","Jackson, TN","""Jackson, TN""",9844,4.49329906370479,33.33,,,73600,-0.40595399188092,3.37078651685393,0.0539673913043479,8.4,0.126168224299065,0.0740740740740741,104.5
"City","Blandford","Blandford","MA","Springfield, MA","""Springfield, MA""",9845,4.91646778042959,,,,219700,-0.812641083521445,0.136736554238833,0.0135411925352753,11.5,0.0650887573964497,0,92
"City","Keyes","Keyes","CA","Modesto, CA","""Modesto, CA""",9846,5.06150174407931,100,,17.4767,161900,0.123685837971552,20.3717472118959,0.069289684990735,78.6,0.181818181818182,0.0606060606060606,70
"City","Mineral City","Mineral City","OH","New Philadelphia, OH","""New Philadelphia-Dover, OH""",9847,7.49678722232422,,,,104400,1.35922330097087,5.88235294117647,,34.6,0.147260273972603,0.0232558139534884,80
"City","Walker","Walker","IA","Cedar Rapids, IA","""Cedar Rapids, IA""",9848,5.45805030291904,,,,146000,-0.0684462696783025,-3.88413429888084,0.0246849315068494,2.8,0.116822429906542,0,86.5
"City","Howe","Howe","TX","Sherman, TX","""Sherman-Denison, TX""",9849,9.96236460436938,,,,109500,1.76579925650558,24.5733788395904,0.0764566210045663,25.9,0.0823244552058112,0,83.5
"City","Shoreacres","Shoreacres","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",9850,6.31632091059299,100,,,183700,0.327689787001638,7.67878077373974,0.0351878062057702,59,,,68
"City","Pinson","Pinson","AL","Birmingham, AL","""Birmingham-Hoover, AL""",9851,1.9074720029374,83.33,,15.4254,108600,0.369685767097967,4.52358036573628,0.028609576427256,191.5,,,99
"City","Auberry","Auberry","CA","Fresno, CA","""Fresno, CA""",9852,8.66899210574628,100,,,281700,1.40388768898488,5.62429696287964,0.0329073482428115,50.4,0.186629526462396,0.0149253731343284,75
"City","Grandview","Grandview","TN","Dayton, TN","""Dayton, TN""",9853,8.74334496052873,100,,,79100,-0.252206809583859,2.06451612903226,,12.1,0.0603448275862069,0,117
"City","Goshen","Goshen","MA","Springfield, MA","""Springfield, MA""",9854,8.32017624380393,100,,,230400,0.304745319982586,0.964066608238387,0.0131163194444444,2.8,0.0666666666666667,0,91
"City","Pierce","Pierce","CO","Greeley, CO","""Greeley, CO""",9855,8.51386084082981,100,,,159900,0.250783699059561,14.2959256611866,0.0543339587242027,111.3,0.0545454545454545,0,56
"City","Deerfield","Deerfield","MI","Adrian, MI","""Adrian, MI""",9857,2.52432531668809,100,,,113500,-0.873362445414847,6.47279549718574,,159.2,0.226277372262774,0.0161290322580645,97
"City","Brooks","Brooks","GA","Atlanta, GA","""Atlanta-Sandy Springs-Roswell, GA""",9858,9.57224160088122,,,,301100,2.10240759579519,6.81092586023412,0.0431218864164729,16.3,0.107061503416856,0,83
"City","Hemby Bridge","Hemby Bridge","NC","Charlotte, NC","""Charlotte-Concord-Gastonia, NC-SC""",9859,5.03947126858821,100,,,133700,0.300075018754689,4.29017160686427,0.025504861630516,49.6,,,83
"City","Peshastin","Peshastin","WA","Wenatchee, WA","""Wenatchee, WA""",9860,9.95593904901781,,,,230500,0.831146106736658,4.58257713248639,0.0370455531453362,0.7,0.0431034482758621,0,101
"City","North Prairie","North Prairie","WI","Milwaukee, WI","""Milwaukee-Waukesha-West Allis, WI""",9861,5.78758949880668,100,,,233700,0.472914875322442,0.645994832041344,0.0256140350877192,25.6,0.116236162361624,0.0317460317460318,89
"City","Manattee Road","Manattee Road","FL",,,9862,2.19478612080044,0,,,110700,0.453720508166969,5.42857142857143,,71.7,0.189189189189189,0.0909090909090909,188
"City","Durham","Durham","PA","Philadelphia, PA","""Philadelphia-Camden-Wilmington, PA-NJ-DE-MD""",9863,0.994125206535708,100,,52.9557,340400,-0.146670577882077,-3.95033860045147,-0.0045182138660399,38.8,,,103
"City","Kitts Hill","Kitts Hill","OH","Huntington, WV","""Huntington-Ashland, WV-KY-OH""",9864,8.18340370846337,100,,32.8947,94000,1.84182015167931,20.2046035805627,0.0245,25.7,0.196850393700787,0.04,155.5
"City","Crestview Hills","Crestview Hills","KY","Cincinnati, OH","""Cincinnati, OH-KY-IN""",9865,7.49495134936662,100,,,218300,0.413983440662373,3.21513002364066,0.0258863948694457,12.5,,,90
"City","Drain","Drain","OR","Roseburg, OR","""Roseburg, OR""",9866,3.31099687901597,50,,,132000,0.303951367781155,4.2654028436019,,57.2,0.11046511627907,0.0526315789473684,117
"City","Pittsburg","Pittsburg","NH","Berlin, NH","""Berlin, NH-VT""",9867,8.94345511290619,,,,115400,-0.0865800865800866,8.35680751173709,,10.2,0.170731707317073,0,155.5
"City","Oxford","Oxford","IN","Lafayette-West Lafayette, IN","""Lafayette-West Lafayette, IN""",9868,7.04516247475675,,,,88300,-0.450958286358512,4.49704142011834,0.028493771234428,5.2,0.11377245508982,0,77
"City","Taylor Lake Village","Taylor Lake Village","TX","Houston, TX","""Houston-The Woodlands-Sugar Land, TX""",9869,3.65797686800073,0,,,246700,0.941080196399345,5.78902229845626,,28.1,,,68
"City","Lone Jack","Lone Jack","MO","Kansas City, MO","""Kansas City, MO-KS""",9870,9.40058747934643,100,,,205600,2.08540218470705,15.7006190208216,0.067670233463035,89,0.103603603603604,0.0217391304347826,85
"City","Brookfield Center","Brookfield Center","OH","Youngstown, OH","""Youngstown-Warren-Boardman, OH-PA""",9871,4.60804112355425,100,,,105700,-0.470809792843691,1.73243503368624,0.0239545884578998,9,0.149901380670611,0.0657894736842105,96
"City","Elm Grove","Elm Grove","LA","Shreveport, LA","""Shreveport-Bossier City, LA""",9872,8.40554433633193,,,,148700,0,3.98601398601399,0.0200470746469401,22.8,0.1,0,100.5
"City","Powers Lake","Powers Lake","WI","Chicago, IL","""Chicago-Naperville-Elgin, IL-IN-WI""",9873,9.85404809987149,,,,204400,1.13805047006432,10.010764262648,0.0434735812133071,28.9,,,92
"City","Glendale","Glendale","OR","Roseburg, OR","""Roseburg, OR""",9874,6.11345694877914,0,,,111400,1.64233576642336,24.1917502787068,,40.6,0.266666666666667,0.03125,117
"City","Pine Valley","Pine Valley","UT","St. George, UT","""St. George, UT""",9875,1.84597025885809,,,,198800,-0.450676014021032,-0.300902708124373,0.0177967806841046,29.3,0.129353233830846,0.0769230769230769,113.5
"City","Belle Vernon","Belle Vernon","PA","Pittsburgh, PA","""Pittsburgh, PA""",9876,7.08555167982376,,,,50100,0.804828973843058,-6.52985074626866,0.00920159680638721,0.6,,,118
"City","Head of the Harbor","Head of the Harbor","NY","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",9877,0.489260143198091,,,,791100,-0.415407854984894,-10.8016687337919,-0.0237214005814689,20.6,,,167
"City","Temple","Temple","PA","Reading, PA","""Reading, PA""",9878,1.89278501927667,100,,,106600,0.282220131702728,-2.64840182648402,0.0105909943714821,33.6,,,102
"City","Wayne","Wayne","NY","Corning, NY","""Corning, NY""",9879,7.10666421883606,,,,239800,0.250836120401338,6.20017714791851,,10.8,0.085280996502603,0.0658561643835616,124
"City","Stephenson","Stephenson","VA","Winchester, VA","""Winchester, VA-WV""",9880,9.22617954837525,100,,,260900,1.43856920684292,2.0336331638639,0.0159179762361057,8.7,,,82
"City","Center Point","Center Point","IN","Terre Haute, IN","""Terre Haute, IN""",9881,6.51000550761887,,,,101200,-0.19723865877712,-0.978473581213307,0.0200197628458498,0,0.118055555555556,0,
"City","Mc Henry","Mc Henry","MD",,,9882,0.451624747567468,66.67,,3.3069,245300,0.0407830342577488,-5.54485945321525,,59.6,0.104166666666667,0.133333333333333,127.5
"City","Carthage","Carthage","TN","Nashville, TN","""Nashville-Davidson--Murfreesboro--Franklin, TN""",9883,1.76886359463925,100,,6.6462,105500,-0.283553875236295,-0.0946969696969697,0.036909952606635,55.3,0.163584637268848,0.0260869565217391,456.5
"City","Dearborn","Dearborn","MO","Kansas City, MO","""Kansas City, MO-KS""",9884,1.66146502662016,,,,151600,0.46388336646786,-3.92902408111534,0.0255870712401056,17.9,0.197044334975369,0.05,78
"City","Dickerson","Dickerson","MD","Washington, DC","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",9885,2.94841196989168,0,,,369000,0.544959128065395,-7.19315895372233,-0.0296178861788617,6.7,0.125,0.04,92
"City","Hickory Grove","Hickory Grove","SC","Charlotte, NC","""Charlotte-Concord-Gastonia, NC-SC""",9886,3.27060767394896,,,,122300,-1.21163166397415,-3.09033280507132,0.0339901880621423,24.8,0.128440366972477,0,83
"City","Fincastle","Fincastle","KY","Louisville/Jefferson County, KY","""Louisville/Jefferson County, KY-IN""",9887,8.58821369561226,,,,147100,0.27266530334015,6.056236481615,0.0194085656016316,0.4,,,90
"City","Mount Hood Parkdale","Mount Hood Parkdale","OR","Hood River, OR","""Hood River, OR""",9888,9.98531301633927,100,,,394300,0.792433537832311,4.8391385269875,,1.3,0.035,0,
"City","Washington","Washington","NH","Claremont, NH","""Claremont-Lebanon, NH-VT""",9889,5.9326234624564,100,,,175900,-0.283446712018141,-3.29851566794942,,21.4,0.11377245508982,0,128.5
"City","Rouses Point","Rouses Point","NY","Plattsburgh, NY","""Plattsburgh, NY""",9890,1.09142647328805,,,,120900,-0.411861614497529,-2.5,,21.2,0.0811688311688312,0.08,112.5
"City","Town of Andes","Town of Andes","NY",,,9891,6.20249678722232,,,,146700,-0.271923861318831,-6.50095602294455,,10.3,0.0945945945945946,0,
"City","Lebanon","Lebanon","IL","St. Louis, MO","""St. Louis, MO-IL""",9892,2.63172388470718,100,,,96500,-0.10351966873706,1.04712041884817,0.0113886010362694,85.3,0.241666666666667,0.0229885057471264,112
"City","Roseland","Roseland","FL","Vero Beach, FL","""Sebastian-Vero Beach, FL""",9893,7.77859372131449,100,,,176500,0.5125284738041,5.68862275449102,0.0221926345609065,38.2,,,106
"City","Elizabethville","Elizabethville","PA","Harrisburg, PA","""Harrisburg-Carlisle, PA""",9894,5.55259776023499,100,,,97800,0.410677618069815,2.40837696335078,0.0166359918200409,4.6,,,94
"City","Milford","Milford","NJ","New York, NY","""New York-Newark-Jersey City, NY-NJ-PA""",9895,5.01652285661832,,,,222300,0.045004500450045,1.83234081539166,0.0139766081871344,19.9,,,135
"City","Coggon","Coggon","IA","Cedar Rapids, IA","""Cedar Rapids, IA""",9896,6.19607123187075,,,,126700,0.158102766798419,-4.01515151515152,0.0247750591949487,0.7,0.101382488479263,0,86.5
"City","Lower Lake","Lower Lake","CA","Clearlake, CA","""Clearlake, CA""",9897,7.10299247292087,,,,263600,0.918836140888208,3.04925723221267,,102,0.208333333333333,0,108
"City","Ridgecrest","Ridgecrest","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",9898,1.53570772902515,0,,,93900,0.859291084854995,1.62337662337662,0.0162726304579339,166.6,,,89
"City","Winchester","Winchester","MO","St. Louis, MO","""St. Louis, MO-IL""",9899,8.74059115109234,,,8.8968,133700,1.59574468085106,10.954356846473,0.0278085265519821,13.7,,,74
"City","North Redington Beach","North Redington Beach","FL","Tampa, FL","""Tampa-St. Petersburg-Clearwater, FL""",9900,8.90581971727556,,,,493900,0.775351968985921,10.0980829246545,0.019793480461632,24.9,,,89
"City","White Haven","White Haven","PA","Scranton, PA","""Scranton--Wilkes-Barre--Hazleton, PA""",9901,2.40315770148706,,,,97800,-0.710659898477157,-2.1021021021021,0.0239570552147239,22.2,,,115
"City","Scott","Scott","WI","Green Bay, WI","""Green Bay, WI""",9902,8.77455480080778,100,,,173000,0.639906922629436,2.79263220439691,0.0215202312138729,15.8,,,99
"City","South Newton","South Newton","PA","Harrisburg, PA","""Harrisburg-Carlisle, PA""",9903,3.31007894253718,100,,,168300,-0.118694362017804,-1.46370023419204,0.016232917409388,8,0.113636363636364,0.1,93
"City","Hopwood","Hopwood","PA","Pittsburgh, PA","""Pittsburgh, PA""",9904,8.5588397282908,,,,120600,0.41631973355537,4.32525951557093,0.0112769485903814,0.7,0.117142857142857,0.024390243902439,118
"City","Wellford","Wellford","SC","Spartanburg, SC","""Spartanburg, SC""",9905,2.9015972094731,,,,66400,0.150829562594268,4.23861852433281,0.0286295180722891,78.9,0.130759651307597,0.0285714285714286,96
"City","Crawford","Crawford","GA","Athens, GA","""Athens-Clarke County, GA""",9906,6.74499724619056,,,,129600,-0.460829493087558,26.8101761252446,0.104490740740741,9.7,0.244444444444444,0.0454545454545454,106
